region_en,region_ru,settlement_type,settlement_en,settlement_ru,lat,lon,deaths,district_ru
Orenburg Oblast,Оренбургская область,Village,Starye Shalty,село Старые Шалты,53.924,53.241,1,
Orenburg Oblast,Оренбургская область,Village,Stepanovka,село Степановка,52.067,53.039,1,Ташлинский р-н
Orenburg Oblast,Оренбургская область,Village,Stepanovka,село Степановка,52.287,54.506,1,Переволоцкий р-н
Orenburg Oblast,Оренбургская область,Village,Stepnoe,село Степное,51.363,53.883,1,
Orenburg Oblast,Оренбургская область,Village,Stretinka,село Стретинка,52.311,56.003,2,
Orenburg Oblast,Оренбургская область,Village,Strukovo,село Струково,51.989,54.811,1,
Orenburg Oblast,Оренбургская область,Village,Studenoe,село Студеное,51.592,53.16,5,
Orenburg Oblast,Оренбургская область,Village,Sudbodarovka,село Судьбодаровка,52.333,54.08,2,
Orenburg Oblast,Оренбургская область,Village,Suzanovo,село Сузаново,52.127,53.806,1,
Orenburg Oblast,Оренбургская область,Village,Sunarchi,село Сунарчи,51.683,56.661,3,
Orenburg Oblast,Оренбургская область,Village,Surikovo,село Суриково,52.634,52.04,1,
Orenburg Oblast,Оренбургская область,Village,Sukhorechka,село Сухоречка,52.807,52.384,4,Бузулукский р-н
Orenburg Oblast,Оренбургская область,Village,Sukhorechka,село Сухоречка,51.199,55.238,1,Соль-Илецкий округ
Orenburg Oblast,Оренбургская область,Village,Tally,село Таллы,53.139,53.063,2,
Orenburg Oblast,Оренбургская область,Village,Talovoe,село Таловое,51.694,51.412,1,
Orenburg Oblast,Оренбургская область,Village,Tamar-Utkul,село Тамар-Уткуль,51.086,55.017,1,
Orenburg Oblast,Оренбургская область,Village,Tatarskaya Kargala,село Татарская Каргала,51.949,55.169,6,
Orenburg Oblast,Оренбургская область,Village,Tatishchevo,село Татищево,51.693,54.313,1,
Orenburg Oblast,Оренбургская область,Village,Tashla,село Ташла,51.768,52.743,35,Ташлинский р-н
Orenburg Oblast,Оренбургская область,Village,Tokskoe,село Токское,52.87,53.39,2,
Orenburg Oblast,Оренбургская область,Village,Tolkaevka,село Толкаевка,52.563,53.275,1,
Orenburg Oblast,Оренбургская область,Village,Totskoe,село Тоцкое,52.525,52.745,48,
Orenburg Oblast,Оренбургская область,Village,Totskoe Vtoroe,село Тоцкое Второе,52.544,52.825,59,
Orenburg Oblast,Оренбургская область,Village,Troitsk,село Троицк,50.697,54.62,1,
Orenburg Oblast,Оренбургская область,Village,Troitskoe,село Троицкое,53.106,52.524,2,Бузулукский р-н
Orenburg Oblast,Оренбургская область,Village,Troitskoe,село Троицкое,52.321,56.386,2,Тюльганский р-н
Orenburg Oblast,Оренбургская область,Village,Trudovoe,село Трудовое,51.725,52.728,2,Ташлинский р-н
Orenburg Oblast,Оренбургская область,Village,Trudovoe,село Трудовое,51.088,54.876,1,Соль-Илецкий округ
Orenburg Oblast,Оренбургская область,Village,Tugustemir,село Тугустемир,52.556,56.092,2,
Orenburg Oblast,Оренбургская область,Village,Tukay,село Тукай,52.758,54.235,3,Александровский р-н
Orenburg Oblast,Оренбургская область,Village,Tupikovka,село Тупиковка,52.793,52.026,2,
Orenburg Oblast,Оренбургская область,Village,Ugolnoe,село Угольное,51.11,55.18,1,
Orenburg Oblast,Оренбургская область,Village,Ukrainka,село Украинка,52.063,55.58,2,Сакмарский р-н
Orenburg Oblast,Оренбургская область,Village,Ukrainka,село Украинка,52.524,54.165,1,Александровский р-н
Orenburg Oblast,Оренбургская область,Village,Uralskoe,село Уральское,52.194,58.914,1,
Orenburg Oblast,Оренбургская область,Village,Uran,село Уран,52.527,53.083,2,
Orenburg Oblast,Оренбургская область,Village,Uritskoe,село Урицкое,53.062,53.085,1,
Orenburg Oblast,Оренбургская область,Village,Urtazym,село Уртазым,52.204,58.843,3,
Orenburg Oblast,Оренбургская область,Village,Uspenka,село Успенка,52.778,54.066,1,Александровский р-н
Orenburg Oblast,Оренбургская область,Village,Uteevo,село Утеево,52.966,53.942,1,
Orenburg Oblast,Оренбургская область,Village,Fedorovka,село Федоровка,52.347,52.925,3,Сорочинский округ
Orenburg Oblast,Оренбургская область,Village,Fedorovka,село Федоровка,52.397,54.366,1,Александровский р-н
Orenburg Oblast,Оренбургская область,Village,Filippovka,село Филипповка,51.97,54.275,1,
Orenburg Oblast,Оренбургская область,Village,Khabarnoe,село Хабарное,51.148,58.235,3,
Orenburg Oblast,Оренбургская область,Village,Khersonovka,село Херсоновка,51.486,56.214,1,
Orenburg Oblast,Оренбургская область,Village,Khortitsa,село Хортица,52.468,54.242,1,
Orenburg Oblast,Оренбургская область,Village,Khutorka,село Хуторка,52.205,53.806,1,
Orenburg Oblast,Оренбургская область,Village,Tsvetochnoe,село Цветочное,51.406,55.967,1,
Orenburg Oblast,Оренбургская область,Village,Tsentralnaya Usadba sovkhoza Novoorskiy,село Центральная Усадьба совхоза Новоорский,51.382,58.952,2,
Orenburg Oblast,Оренбургская область,Village,Chapaevka,село Чапаевка,51.37,59.174,6,Новоорский р-н
Orenburg Oblast,Оренбургская область,Village,Chapaevskoe,село Чапаевское,52.061,54.986,1,
Orenburg Oblast,Оренбургская область,Village,Chebotarevo,село Чеботарево,51.675,56.991,3,
Orenburg Oblast,Оренбургская область,Village,Cheganly,село Чеганлы,53.904,53.569,1,
Orenburg Oblast,Оренбургская область,Village,Cherkassy,село Черкассы,51.809,56.344,6,
Orenburg Oblast,Оренбургская область,Village,Chernoreche,село Черноречье,51.791,54.804,3,
Orenburg Oblast,Оренбургская область,Village,Chernoyarovo,село Черноярово,51.898,52.683,5,
Orenburg Oblast,Оренбургская область,Village,Chernyy Otrog,село Черный Отрог,51.885,56.001,5,
Orenburg Oblast,Оренбургская область,Village,Chesnokovka,село Чесноковка,51.657,54.087,2,
Orenburg Oblast,Оренбургская область,Village,Shapovalovo,село Шаповалово,50.733,55.57,4,
Orenburg Oblast,Оренбургская область,Village,Shaposhnikovo,село Шапошниково,51.694,51.293,2,
Orenburg Oblast,Оренбургская область,Village,Sharlyk,село Шарлык,52.926,54.741,29,
Orenburg Oblast,Оренбургская область,Village,Shakhmatovka,село Шахматовка,52.861,52.51,2,
Orenburg Oblast,Оренбургская область,Village,Shestakovka,село Шестаковка,52.084,52.857,2,
Orenburg Oblast,Оренбургская область,Village,Shirokoe,село Широкое,51.987,52.658,1,
Orenburg Oblast,Оренбургская область,Village,Shishma,село Шишма,51.747,56.463,1,
Orenburg Oblast,Оренбургская область,Village,Shubino,село Шубино,51.666,57.957,2,
Orenburg Oblast,Оренбургская область,Village,Shuvalovka,село Шуваловка,51.752,54.669,1,
Orenburg Oblast,Оренбургская область,Village,Yuzhnyy Ural,село Южный Урал,51.731,55.03,2,
Orenburg Oblast,Оренбургская область,Village,Yurevka,село Юрьевка,51.003,56.309,1,
Orenburg Oblast,Оренбургская область,Village,Yagodnoe,село Ягодное,53.035,52.931,2,
Orenburg Oblast,Оренбургская область,Village,Yakovlevka,село Яковлевка,53.74,53.657,2,Абдулинский округ
Orenburg Oblast,Оренбургская область,Village,Yakovlevka,село Яковлевка,53.593,53.025,1,Асекеевский р-н
Orenburg Oblast,Оренбургская область,Village,Yantarnoe,село Янтарное,52.574,53.034,1,
Orenburg Oblast,Оренбургская область,Village,Yapryntsevo,село Япрынцево,52.051,54.323,2,
Orenburg Oblast,Оренбургская область,Village,Yashkino,село Яшкино,52.681,53.443,4,
Orenburg Oblast,Оренбургская область,Village,imeni 9 Yanvarya,село имени 9 Января,51.73,54.997,3,
Orenburg Oblast,Оренбургская область,,stantsiya Asekeevo,станция Асекеево,53.584,52.874,1,
Orenburg Oblast,Оренбургская область,Khutor,Manannikov,хутор Мананников,52.294,55.523,1,
Orenburg Oblast,Оренбургская область,Khutor,Staryy Turay,хутор Старый Турай,52.532,56.028,2,
Orenburg Oblast,Оренбургская область,Khutor,Stepanovskiy,хутор Степановский,51.85,55.007,4,
Orenburg Oblast,Оренбургская область,Khutor,Chuloshnikov,хутор Чулошников,51.821,55.667,1,
Oryol Oblast,Орловская область,City,Orel,город Орел,52.967,36.07,311,
Oryol Oblast,Орловская область,City,Livny,город Ливны,52.429,37.604,94,
Oryol Oblast,Орловская область,City,Mtsensk,город Мценск,53.279,36.575,74,
Oryol Oblast,Орловская область,City,Bolkhov,город Болхов,53.444,36.008,27,
Oryol Oblast,Орловская область,Urban-type settlement,Zmievka,пгт Змиевка,52.667,36.375,18,
Oryol Oblast,Орловская область,City,Dmitrovsk,город Дмитровск,52.506,35.142,12,
Oryol Oblast,Орловская область,City,Maloarkhangelsk,город Малоархангельск,52.4,36.504,14,
Oryol Oblast,Орловская область,City,Novosil,город Новосиль,52.975,37.044,10,
Oryol Oblast,Орловская область,Village,Alekhino,деревня Алехино,53.225,35.225,2,
Oryol Oblast,Орловская область,Village,Aleshnya,деревня Алешня,53.133,36.669,1,Мценский р-н
Oryol Oblast,Орловская область,Village,Aleshnya,деревня Алешня,53.015,36.498,1,Залегощенский р-н
Oryol Oblast,Орловская область,Village,Alisovo,деревня Алисово,52.22,36.712,1,Колпнянский р-н
Oryol Oblast,Орловская область,Village,Anikanovo,деревня Аниканово,53.276,36.404,1,
Oryol Oblast,Орловская область,Village,Atyaevka,деревня Атяевка,52.677,35.794,1,
Oryol Oblast,Орловская область,Village,Balchik,деревня Балчик,52.652,37.026,1,
Oryol Oblast,Орловская область,Village,Barkovo,деревня Барково,52.376,37.564,2,Ливенский р-н
Oryol Oblast,Орловская область,Village,Begichevo,деревня Бегичево,52.752,37.723,1,
Oryol Oblast,Орловская область,Village,Bobrovka,деревня Бобровка,53.175,35.784,1,Орловский р-н
Oryol Oblast,Орловская область,Village,Bolotovskie Dvory,деревня Болотовские Дворы,53.046,35.907,1,
Oryol Oblast,Орловская область,Village,Bolshoe Sotnikovo,деревня Большое Сотниково,53.04,35.822,1,
Oryol Oblast,Орловская область,Village,Bolshoy Sinkovets,деревня Большой Синковец,52.682,37.224,1,
Oryol Oblast,Орловская область,Village,Bragino,деревня Брагино,53.331,36.322,1,
Oryol Oblast,Орловская область,Village,Bystraya,деревня Быстрая,52.813,35.887,1,
Oryol Oblast,Орловская область,Village,Vasilevka,деревня Васильевка,52.795,36.691,1,Залегощенский р-н
Oryol Oblast,Орловская область,Village,Vasilevka,деревня Васильевка,52.434,36.339,1,Глазуновский р-н
Oryol Oblast,Орловская область,Village,Vertyakino,деревня Вертякино,52.491,35.154,1,
Oryol Oblast,Орловская область,Village,Verkhnee Alyabevo,деревня Верхнее Алябьево,53.264,36.822,1,
Oryol Oblast,Орловская область,Village,Verkhove,деревня Верховье,52.817,37.248,1,
Oryol Oblast,Орловская область,Village,Vnukovo,деревня Внуково,52.436,37.145,2,
Oryol Oblast,Орловская область,Village,Glazunovo,деревня Глазуново,53.324,36.483,2,Мценский р-н
Oryol Oblast,Орловская область,Village,Glebovo,деревня Глебово,52.478,36.203,1,Глазуновский р-н
Oryol Oblast,Орловская область,Village,Glinki,деревня Глинки,52.658,35.645,1,
Oryol Oblast,Орловская область,Village,Gornostaevka,деревня Горностаевка,52.388,37.55,1,Ливенский р-н
Oryol Oblast,Орловская область,Village,Gusevo,деревня Гусево,53.007,36.551,1,
Oryol Oblast,Орловская область,Village,Danilovka,деревня Даниловка,52.632,36.784,1,Покровский р-н
Oryol Oblast,Орловская область,Village,Domnino,деревня Домнино,52.797,36.39,1,Свердловский р-н
Oryol Oblast,Орловская область,Village,Druzhba,деревня Дружба,52.555,37.013,2,
Oryol Oblast,Орловская область,Village,Dubovaya Roshcha,деревня Дубовая Роща,53.16,36.062,2,
Oryol Oblast,Орловская область,Village,Egorevka,деревня Егорьевка,52.555,36.543,1,Свердловский р-н
Oryol Oblast,Орловская область,Village,Eropkino-Bolshak,деревня Еропкино-Большак,52.745,36.305,1,
Oryol Oblast,Орловская область,Village,Zhizlo-Pavlovo,деревня Жизло-Павлово,52.514,35.823,1,
Oryol Oblast,Орловская область,Village,Zhilina,деревня Жилина,53.006,36.068,3,
Oryol Oblast,Орловская область,Village,Zakromskiy Khutor,деревня Закромский Хутор,52.643,35.741,1,
Oryol Oblast,Орловская область,Village,Zareche,деревня Заречье,52.553,35.958,1,Кромской р-н
Oryol Oblast,Орловская область,Village,Ivanovka,деревня Ивановка,52.743,37.305,1,Верховский р-н
Oryol Oblast,Орловская область,Village,Igino,деревня Игино,53.486,35.805,1,Болховский р-н
Oryol Oblast,Орловская область,Village,Kamenevo,деревня Каменево,52.489,37.707,1,Ливенский р-н
Oryol Oblast,Орловская область,Village,Kapitanovka,деревня Капитановка,52.512,37.307,1,
Oryol Oblast,Орловская область,Village,Karpovka,деревня Карповка,52.764,37.345,1,
Oryol Oblast,Орловская область,Village,Klevtsovo,деревня Клевцово,52.258,37.043,1,Колпнянский р-н
Oryol Oblast,Орловская область,Village,Konevka,деревня Коневка,53.025,36.132,2,Орловский р-н
Oryol Oblast,Орловская область,Village,Krasnaya Roshcha,деревня Красная Роща,52.634,35.525,1,
Oryol Oblast,Орловская область,Village,Krivye Verkhi,деревня Кривые Верхи,52.474,36.284,1,
Oryol Oblast,Орловская область,Village,Kromskaya,деревня Кромская,52.407,37.012,1,
Oryol Oblast,Орловская область,Village,Kuleshi,деревня Кулеши,52.983,37.398,1,
Oryol Oblast,Орловская область,Village,Malaya Kulikovka,деревня Малая Куликовка,52.897,36.174,1,
Oryol Oblast,Орловская область,Village,Maltsevo,деревня Мальцево,52.564,37.537,1,
Oryol Oblast,Орловская область,Village,Marevka,деревня Марьевка,52.662,36.323,1,
Oryol Oblast,Орловская область,Village,Mikhaylovka,деревня Михайловка,52.197,37.055,1,Колпнянский р-н
Oryol Oblast,Орловская область,Village,Monogarovo,деревня Моногарово,52.463,37.519,1,
Oryol Oblast,Орловская область,Village,Mokhovoe,деревня Моховое,52.539,35.853,1,Кромской р-н
Oryol Oblast,Орловская область,Village,Nizhnee Mukhanovo,деревня Нижнее Муханово,52.494,35.758,1,
Oryol Oblast,Орловская область,Village,Nizhnyaya Luzhna,деревня Нижняя Лужна,53.015,36.094,2,
Oryol Oblast,Орловская область,Village,Nizhnyaya Morozikha,деревня Нижняя Морозиха,52.437,35.887,2,
Oryol Oblast,Орловская область,Village,Nikulichi,деревня Никуличи,52.78,36.509,1,Свердловский р-н
Oryol Oblast,Орловская область,Village,Novyy Sinets,деревня Новый Синец,53.307,36.127,2,
Oryol Oblast,Орловская область,Village,Obraztsovo,деревня Образцово,52.955,35.968,1,Орловский р-н
Oryol Oblast,Орловская область,Village,Orlovo,деревня Орлово,52.553,37.605,1,
Oryol Oblast,Орловская область,Village,Paramonovo,деревня Парамоново,53.164,37.381,1,
Oryol Oblast,Орловская область,Village,Pasynki,деревня Пасынки,53.044,37.812,2,
Oryol Oblast,Орловская область,Village,Pervyy Voin,деревня Первый Воин,53.181,36.409,1,
Oryol Oblast,Орловская область,Village,Peresukha,деревня Пересуха,52.328,36.515,1,
Oryol Oblast,Орловская область,Village,Petrovka,деревня Петровка,52.382,36.415,1,Малоархангельский р-н
Oryol Oblast,Орловская область,Village,Petrovo,деревня Петрово,52.79,36.507,1,Свердловский р-н
Oryol Oblast,Орловская область,Village,Peshkovo-Gremyachenskie Vyselki,деревня Пешково-Гремяченские Выселки,52.594,37.707,1,
Oryol Oblast,Орловская область,Village,Pobednoe,деревня Победное,53.016,36.66,1,
Oryol Oblast,Орловская область,Village,Pokatilovo,деревня Покатилово,52.266,37.082,1,
Oryol Oblast,Орловская область,Village,Pokrovka,деревня Покровка,52.219,37.054,1,
Oryol Oblast,Орловская область,Village,Prusynok,деревня Прусынок,52.545,37.479,1,
Oryol Oblast,Орловская область,Village,Rechitsa,деревня Речица,52.622,35.783,1,
Oryol Oblast,Орловская область,Village,Rzhavets,деревня Ржавец,52.871,36.507,1,Залегощенский р-н
Oryol Oblast,Орловская область,Village,Rzhanoe,деревня Ржаное,52.908,36.617,1,
Oryol Oblast,Орловская область,Village,Rublino,деревня Рублино,52.584,35.088,1,
Oryol Oblast,Орловская область,Village,Sakovninki,деревня Саковнинки,52.433,35.846,1,
Oryol Oblast,Орловская область,Village,Semenkovo,деревня Семенково,52.581,35.956,3,
Oryol Oblast,Орловская область,Village,Skorodumka,деревня Скородумка,52.279,37.22,1,Колпнянский р-н
Oryol Oblast,Орловская область,Village,Solntsevo,деревня Солнцево,53.041,35.688,1,
Oryol Oblast,Орловская область,Village,Somovo,деревня Сомово,52.444,35.862,1,Троснянский р-н
Oryol Oblast,Орловская область,Village,Stanovoe,деревня Становое,53.108,36.291,1,Орловский р-н
Oryol Oblast,Орловская область,Village,Stepnaya,деревня Степная,52.36,36.17,1,
Oryol Oblast,Орловская область,Village,Studenka,деревня Студенка,53.21,35.423,1,
Oryol Oblast,Орловская область,Village,Sutolka,деревня Сутолка,52.879,36.973,1,
Oryol Oblast,Орловская область,Village,Sukhochevo,деревня Сухочево,52.688,35.886,1,
Oryol Oblast,Орловская область,Village,Timiryazevo,деревня Тимирязево,52.217,37.108,1,Колпнянский р-н
Oryol Oblast,Орловская область,Village,Tolstoe,деревня Толстое,52.603,36.674,1,
Oryol Oblast,Орловская область,Village,Trostnikovo,деревня Тростниково,52.537,36.78,1,Покровский р-н
Oryol Oblast,Орловская область,Village,Trudolyubovka,деревня Трудолюбовка,52.174,37.012,1,
Oryol Oblast,Орловская область,Village,Tugarino,деревня Тугарино,52.504,35.744,1,
Oryol Oblast,Орловская область,Village,Turovka,деревня Туровка,52.825,37.102,1,
Oryol Oblast,Орловская область,Village,Frolovka,деревня Фроловка,53.338,36.44,1,Мценский р-н
Oryol Oblast,Орловская область,Village,Khardikovo,деревня Хардиково,53.011,36.174,1,
Oryol Oblast,Орловская область,Village,Khotiml-Kuzmenkovo,деревня Хотимль-Кузменково,53.202,35.313,1,
Oryol Oblast,Орловская область,Village,Cherkasskaya,деревня Черкасская,52.693,35.793,2,
Oryol Oblast,Орловская область,Village,Shalimovka,деревня Шалимовка,52.517,37.172,1,Покровский р-н
Oryol Oblast,Орловская область,Village,Shumakovo,деревня Шумаково,52.708,35.882,2,
Oryol Oblast,Орловская область,Village,Yurty Nizhne-Zhernovskie,деревня Юрты Нижне-Жерновские,52.564,37.347,2,
Oryol Oblast,Орловская область,Village,Yushino,деревня Юшино,53.015,35.615,1,
Oryol Oblast,Орловская область,Village,Yakovlevo,деревня Яковлево,52.696,36.321,1,Свердловский р-н
Oryol Oblast,Орловская область,Urban-type settlement,Verkhove,пгт Верховье,52.803,37.222,5,
Oryol Oblast,Орловская область,Urban-type settlement,Glazunovka,пгт Глазуновка,52.499,36.328,11,
Oryol Oblast,Орловская область,Urban-type settlement,Dolgoe,пгт Долгое,52.057,37.528,10,
Oryol Oblast,Орловская область,Urban-type settlement,Zalegoshch,пгт Залегощь,52.902,36.892,8,
Oryol Oblast,Орловская область,Urban-type settlement,Znamenka,пгт Знаменка,52.892,35.973,8,
Oryol Oblast,Орловская область,Urban-type settlement,Kolpna,пгт Колпна,52.226,37.036,3,
Oryol Oblast,Орловская область,Urban-type settlement,Kromy,пгт Кромы,52.689,35.774,15,
Oryol Oblast,Орловская область,Urban-type settlement,Naryshkino,пгт Нарышкино,52.966,35.725,12,
Oryol Oblast,Орловская область,Urban-type settlement,Pokrovskoe,пгт Покровское,52.608,36.871,11,
Oryol Oblast,Орловская область,Urban-type settlement,Khomutovo,пгт Хомутово,52.854,37.442,6,
Oryol Oblast,Орловская область,Urban-type settlement,Khotynets,пгт Хотынец,53.127,35.397,3,
Oryol Oblast,Орловская область,Urban-type settlement,Shablykino,пгт Шаблыкино,52.854,35.19,8,
Oryol Oblast,Орловская область,Settlement,Buninskiy,поселок Бунинский,52.978,35.529,1,
Oryol Oblast,Орловская область,Settlement,Vasilek,поселок Василек,52.63,35.287,1,
Oryol Oblast,Орловская область,Settlement,Dobryy,поселок Добрый,52.829,35.88,1,
Oryol Oblast,Орловская область,Settlement,Ivanovskiy,поселок Ивановский,53.285,36.334,1,Мценский р-н
Oryol Oblast,Орловская область,Settlement,Krasnaya Zarya,поселок Красная Заря,52.786,37.677,3,Краснозоренский р-н
Oryol Oblast,Орловская область,Settlement,Krasnaya Polyana,поселок Красная Поляна,53.156,35.424,1,Хотынецкий р-н
Oryol Oblast,Орловская область,Settlement,Krasnoarmeyskiy,поселок Красноармейский,52.353,35.824,1,
Oryol Oblast,Орловская область,Settlement,Krasnoe Znamya,поселок Красное Знамя,52.625,35.28,1,Дмитровский р-н
Oryol Oblast,Орловская область,Settlement,Kulturnaya Posadka,поселок Культурная Посадка,52.506,36.408,1,
Oryol Oblast,Орловская область,Settlement,Kurakinskiy,поселок Куракинский,52.558,36.364,2,
Oryol Oblast,Орловская область,Settlement,Maksimovskiy,поселок Максимовский,52.94,35.826,1,
Oryol Oblast,Орловская область,Settlement,Nepolod,поселок Неполодь,53.072,36.072,1,
Oryol Oblast,Орловская область,Settlement,Novovolkovskiy,поселок Нововолковский,53.226,36.474,1,
Oryol Oblast,Орловская область,Settlement,Novocherkasskiy,поселок Новочеркасский,52.705,35.806,1,
Oryol Oblast,Орловская область,Settlement,Pobeditel,поселок Победитель,52.986,35.699,1,
Oryol Oblast,Орловская область,Settlement,Sakhanskiy,поселок Саханский,52.937,35.968,1,
Oryol Oblast,Орловская область,Settlement,Selstroy,поселок Сельстрой,52.928,35.358,1,
Oryol Oblast,Орловская область,Settlement,Skoryatino,поселок Скорятино,52.715,37.323,1,
Oryol Oblast,Орловская область,Settlement,Sovkhoznyy,поселок Совхозный,52.432,37.658,1,Ливенский р-н
Oryol Oblast,Орловская область,Settlement,Sovkhoznyy,поселок Совхозный,53.016,35.632,1,Урицкий р-н
Oryol Oblast,Орловская область,Settlement,Streletskiy,поселок Стрелецкий,53.012,35.974,2,
Oryol Oblast,Орловская область,Settlement,Tekhnikumovskiy,поселок Техникумовский,52.469,36.358,2,
Oryol Oblast,Орловская область,Settlement,Khoroshevskiy,поселок Хорошевский,52.57,36.525,1,
Oryol Oblast,Орловская область,Settlement,Tsvetochnyy,поселок Цветочный,53.302,36.624,1,
Oryol Oblast,Орловская область,Settlement,Shatilovo,поселок Шатилово,53.002,37.375,2,
Oryol Oblast,Орловская область,Settlement,Shilovskiy,поселок Шиловский,52.982,35.976,2,Орловский р-н
Oryol Oblast,Орловская область,Settlement,Yamskoy Vygon,поселок Ямской Выгон,52.442,37.609,1,
Oryol Oblast,Орловская область,Settlement,stantsiya Maloarkhangelsk,поселок станция Малоархангельск,52.39,36.314,1,
Oryol Oblast,Орловская область,Village,Arkhangelskoe,село Архангельское,52.915,36.725,2,Залегощенский р-н
Oryol Oblast,Орловская область,Village,Arkharovo,село Архарово,52.471,36.699,1,
Oryol Oblast,Орловская область,Village,Baklanovo,село Бакланово,53.114,35.894,2,
Oryol Oblast,Орловская область,Village,Baranovo,село Бараново,52.258,37.494,1,
Oryol Oblast,Орловская область,Village,Berezovets,село Березовец,52.879,36.792,1,
Oryol Oblast,Орловская область,Village,Bogodukhovo,село Богодухово,52.695,36.51,2,
Oryol Oblast,Орловская область,Village,Bolshaya Kulikovka,село Большая Куликовка,52.919,36.218,1,
Oryol Oblast,Орловская область,Village,Bolshaya Chernava,село Большая Чернава,52.718,37.688,1,
Oryol Oblast,Орловская область,Village,Borilovo,село Борилово,53.366,35.972,2,
Oryol Oblast,Орловская область,Village,Borodino,село Бородино,52.627,35.104,1,
Oryol Oblast,Орловская область,Village,Bunino,село Бунино,53.129,35.649,1,
Oryol Oblast,Орловская область,Village,Verkhnyaya Boevka,село Верхняя Боевка,52.779,35.53,1,
Oryol Oblast,Орловская область,Village,Verkhnyaya Zalegoshch,село Верхняя Залегощь,52.792,36.991,1,
Oryol Oblast,Орловская область,Village,Verkhnyaya Lyubovsha,село Верхняя Любовша,52.799,37.536,2,
Oryol Oblast,Орловская область,Village,Vysokoe,село Высокое,52.846,35.103,1,Шаблыкинский р-н
Oryol Oblast,Орловская область,Village,Glebovo,село Глебово,52.939,37.768,1,
Oryol Oblast,Орловская область,Village,Gnezdilovo,село Гнездилово,53.531,35.918,1,Болховский р-н
Oryol Oblast,Орловская область,Village,Gnezdilovo,село Гнездилово,53.242,35.552,2,Знаменский р-н
Oryol Oblast,Орловская область,Village,Gorodishche,село Городище,52.952,35.577,1,Урицкий р-н
Oryol Oblast,Орловская область,Village,Gorchakovo,село Горчаково,52.477,35.892,1,
Oryol Oblast,Орловская область,Village,Grachevka,село Грачевка,52.999,36.801,1,
Oryol Oblast,Орловская область,Village,Dashkovo,село Дашково,52.914,35.854,1,
Oryol Oblast,Орловская область,Village,Devyatino,село Девятино,52.397,35.014,2,
Oryol Oblast,Орловская область,Village,Dolzhonki,село Должонки,52.644,35.526,1,
Oryol Oblast,Орловская область,Village,Drovosechnoe,село Дровосечное,52.214,36.744,3,
Oryol Oblast,Орловская область,Village,Ekaterinovka,село Екатериновка,52.23,37.691,1,
Oryol Oblast,Орловская область,Village,Zhdimir,село Ждимир,53.218,35.655,3,
Oryol Oblast,Орловская область,Village,Zareche,село Заречье,52.96,37.03,1,
Oryol Oblast,Орловская область,Village,Znamenskoe,село Знаменское,53.277,35.678,7,Знаменский р-н
Oryol Oblast,Орловская область,Village,Znamenskoe,село Знаменское,52.148,37,1,Колпнянский р-н
Oryol Oblast,Орловская область,Village,Ilinskoe,село Ильинское,53.244,35.421,1,
Oryol Oblast,Орловская область,Village,Kazanskoe,село Казанское,52.27,37.752,1,
Oryol Oblast,Орловская область,Village,Kazar,село Казарь,52.9,36.874,1,
Oryol Oblast,Орловская область,Village,Kiriki,село Кирики,53.165,37.093,1,
Oryol Oblast,Орловская область,Village,Kozminskoe,село Козьминское,52.652,36.179,2,
Oryol Oblast,Орловская область,Village,Koptevo,село Коптево,53.368,35.66,1,
Oryol Oblast,Орловская область,Village,Korove Boloto,село Коровье Болото,52.788,35.711,1,
Oryol Oblast,Орловская область,Village,Korotysh,село Коротыш,52.372,37.451,2,
Oryol Oblast,Орловская область,Village,Korsakovo,село Корсаково,53.266,37.353,6,
Oryol Oblast,Орловская область,Village,Kosarevo,село Косарево,52.932,37.315,1,
Oryol Oblast,Орловская область,Village,Krasnoe,село Красное,52.249,36.841,1,Колпнянский р-н
Oryol Oblast,Орловская область,Village,Krasnoe,село Красное,52.83,36.741,1,Залегощенский р-н
Oryol Oblast,Орловская область,Village,Krasnyy Oktyabr,село Красный Октябрь,52.91,37.732,1,
Oryol Oblast,Орловская область,Village,Krivtsovo-Plota,село Кривцово-Плота,52.161,37.503,1,
Oryol Oblast,Орловская область,Village,Krutoe,село Крутое,52.188,36.869,2,Колпнянский р-н
Oryol Oblast,Орловская область,Village,Kunach,село Кунач,52.413,37.771,1,
Oryol Oblast,Орловская область,Village,Kutafino,село Кутафино,52.641,35.611,1,
Oryol Oblast,Орловская область,Village,Lavrovo,село Лаврово,52.839,36.01,2,
Oryol Oblast,Орловская область,Village,Lipovets,село Липовец,52.621,36.933,2,
Oryol Oblast,Орловская область,Village,Lomovoe,село Ломовое,52.857,36.571,1,
Oryol Oblast,Орловская область,Village,Lgov,село Льгов,53.283,35.419,1,
Oryol Oblast,Орловская область,Village,Melovoe,село Меловое,53.029,35.437,1,
Oryol Oblast,Орловская область,Village,Mokhovoe,село Моховое,52.945,36.571,2,Залегощенский р-н
Oryol Oblast,Орловская область,Village,Mokhovoe,село Моховое,52.727,36.659,1,Покровский р-н
Oryol Oblast,Орловская область,Village,Mokhovoe,село Моховое,53.047,37.344,2,Новодеревеньковский р-н
Oryol Oblast,Орловская область,Village,Navesnoe,село Навесное,52.284,37.95,2,
Oryol Oblast,Орловская область,Village,Nikolskoe,село Никольское,52.303,35.932,1,Троснянский р-н
Oryol Oblast,Орловская область,Village,Nikolskoe,село Никольское,52.654,36.063,1,Свердловский р-н
